Sample	Sample	Fragments_Used_for_Bidirectional_Calc[#]	Bidirectional_ANI[%]	Bidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]
Leptospira_tipperaryensis_GCF_001729245	Leptospira_terpstrae_GCF_000332495	599	70.036	4.117	2035	70.150	4.447	2054	70.083	4.336
Leptospira_iowaensis_GCF_040833965	Leptospira_terpstrae_GCF_000332495	5484.5	78.613	5.387	14936	78.200	5.557	14966	78.180	5.522
Leptospira_santarosai_GCF_000313175	Leptospira_terpstrae_GCF_000332495	503.5	69.876	3.923	1707	69.984	4.356	1713	69.915	4.252
Leptospira_hartskeerlii_GCF_002811475	Leptospira_terpstrae_GCF_000332495	570.5	70.329	4.138	2023	70.373	4.445	2011	70.046	3.966
Leptospira_adleri_GCF_002811985	Leptospira_terpstrae_GCF_000332495	550	69.766	4.093	1893	69.948	4.469	1862	69.674	3.907
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_terpstrae_GCF_000332495	574.5	70.301	4.154	1980	70.355	4.509	1993	70.094	4.043
Leptospira_neocaledonica_GCF_002812205	Leptospira_terpstrae_GCF_000332495	600	70.211	4.048	2039	70.348	4.446	2042	70.052	3.969
Leptospira_andrefontaineae_GCF_004770105	Leptospira_terpstrae_GCF_000332495	590	70.437	4.258	2092	70.439	4.466	2093	70.139	4.029
Leptospira_semungkisensis_GCF_004770055	Leptospira_terpstrae_GCF_000332495	537	70.109	4.097	1819	70.135	4.440	1800	69.857	3.909
Leptospira_selangorensis_GCF_004769405	Leptospira_terpstrae_GCF_000332495	614	70.411	4.132	2088	70.464	4.441	2112	70.173	3.991
Leptospira_weilii_GCF_006874745	Leptospira_terpstrae_GCF_000332495	529	69.829	3.891	1764	69.931	4.338	1745	69.873	4.195
Leptospira_langatensis_GCF_004770615	Leptospira_terpstrae_GCF_000332495	498	69.867	4.114	1731	69.997	4.507	1747	69.647	3.963
Leptospira_venezuelensis_GCF_002150035	Leptospira_terpstrae_GCF_000332495	592	70.287	4.182	2057	70.468	4.453	2079	70.190	4.000
Leptospira_koniambonensis_GCF_004769555	Leptospira_terpstrae_GCF_000332495	600.5	70.507	4.231	2096	70.536	4.468	2116	70.228	4.041
Leptospira_chreensis_GCF_016919165	Leptospira_terpstrae_GCF_000332495	7191	84.373	4.869	17102	84.056	5.100	18525	83.919	5.061
Leptospira_yanagawae_GCF_000332475	Leptospira_terpstrae_GCF_000332495	5203	78.656	5.304	14313	78.123	5.452	14337	78.083	5.414
Leptospira_alexanderi_GCF_000243815	Leptospira_terpstrae_GCF_000332495	494.5	69.863	3.806	1762	70.060	4.331	1742	69.822	3.834
Leptospira_wolbachii_GCF_000332515	Leptospira_terpstrae_GCF_000332495	7375	85.911	4.513	17121	85.647	4.746	17128	85.636	4.754
Leptospira_noumeaensis_GCF_004770765	Leptospira_terpstrae_GCF_000332495	6542	82.616	4.855	16443	82.271	5.055	16377	82.241	4.997
Leptospira_stimsonii_GCF_003545885	Leptospira_terpstrae_GCF_000332495	567.5	69.931	3.843	1969	70.033	4.429	1956	69.770	3.882
Leptospira_fletcheri_GCF_004769195	Leptospira_terpstrae_GCF_000332495	452.5	69.471	3.952	1558	69.683	4.508	1529	69.313	3.774
Leptospira_perdikensis_GCF_004769575	Leptospira_terpstrae_GCF_000332495	6945.5	83.554	4.662	16735	83.265	4.842	16685	83.256	4.772
Leptospira_wolffii_GCF_000306115	Leptospira_terpstrae_GCF_000332495	521	69.547	3.781	1718	69.776	4.412	1688	69.470	3.821
Leptospira_inadai_GCF_000243675	Leptospira_terpstrae_GCF_000332495	496	69.574	3.808	1658	69.636	4.226	1683	69.533	4.102
Leptospira_kemamanensis_GCF_004769665	Leptospira_terpstrae_GCF_000332495	5221.5	78.963	5.351	14283	78.380	5.544	14271	78.319	5.448
Leptospira_borgpetersenii_GCF_003046425	Leptospira_terpstrae_GCF_000332495	516.5	69.924	3.832	1764	70.119	4.410	1755	69.805	3.810
Leptospira_bouyouniensis_GCF_004770445	Leptospira_terpstrae_GCF_000332495	5566	78.668	5.276	14832	78.100	5.404	14830	78.047	5.367
Leptospira_alstonii_GCF_000347175	Leptospira_terpstrae_GCF_000332495	508.5	69.843	3.978	1729	70.029	4.354	1748	70.097	4.517
Leptospira_montravelensis_GCF_004769455	Leptospira_terpstrae_GCF_000332495	7082	82.485	4.647	16541	82.201	4.862	16536	82.158	4.858
Leptospira_broomii_GCF_000243715	Leptospira_terpstrae_GCF_000332495	524.5	69.426	3.757	1761	69.650	4.371	1781	69.349	3.829
Leptospira_barantonii_GCF_002811925	Leptospira_terpstrae_GCF_000332495	572	69.849	3.985	1905	70.015	4.446	1906	69.743	3.950
Leptospira_levettii_GCF_002812085	Leptospira_terpstrae_GCF_000332495	5691	78.588	5.325	14827	78.171	5.487	14847	78.095	5.417
Leptospira_interrogans_GCF_000343165	Leptospira_terpstrae_GCF_000332495	609.5	70.238	4.182	2040	70.344	4.485	2070	70.664	5.732
Leptospira_noguchii_GCF_000306255	Leptospira_terpstrae_GCF_000332495	598	70.332	4.093	2029	70.318	4.354	2014	70.452	4.555
Leptospira_ilyithenensis_GCF_004771005	Leptospira_terpstrae_GCF_000332495	2622.5	73.085	4.535	8000	72.793	4.698	7982	72.693	4.478
Leptospira_ainazelensis_GCF_016918785	Leptospira_terpstrae_GCF_000332495	581.5	69.896	3.932	1995	70.053	4.303	1998	69.825	3.792
Leptospira_kanakyensis_GCF_004769235	Leptospira_terpstrae_GCF_000332495	6734.5	82.702	4.858	16694	82.380	5.077	16692	82.330	5.037
Leptospira_ainlahdjerensis_GCF_016919175	Leptospira_vanthielii_GCF_000332455	610.5	69.819	4.004	2143	70.041	4.444	2066	69.797	3.921
Leptospira_gomenensis_GCF_004770155	Leptospira_vanthielii_GCF_000332455	512.5	69.680	4.096	1703	69.997	4.661	1664	69.584	3.952
Leptospira_kobayashii_GCF_003114835	Leptospira_vanthielii_GCF_000332455	2653	73.123	4.595	8103	72.905	4.816	8068	72.797	4.592
Leptospira_ryugenii_GCF_003114855	Leptospira_vanthielii_GCF_000332455	2134.5	72.392	4.403	6947	72.170	4.673	6905	72.026	4.306
Leptospira_wolffii_GCF_000306115	Leptospira_vanthielii_GCF_000332455	500.5	69.760	3.970	1742	69.970	4.510	1722	69.548	3.850
Leptospira_bandrabouensis_GCF_004770905	Leptospira_terpstrae_GCF_000332495	6655.5	82.635	4.707	16646	82.290	4.900	16626	82.250	4.907
Leptospira_licerasiae_GCF_000244755	Leptospira_vanthielii_GCF_000332455	595	70.160	4.084	2000	70.287	4.531	2024	69.931	3.942
Leptospira_perolatii_GCF_002811875	Leptospira_vanthielii_GCF_000332455	553	69.797	3.977	1846	69.959	4.486	1819	69.577	3.819
Leptospira_ognonensis_GCF_004770745	Leptospira_vanthielii_GCF_000332455	2414.5	72.761	4.554	7556	72.517	4.773	7558	72.335	4.479
Leptospira_ellinghausenii_GCF_003114815	Leptospira_vanthielii_GCF_000332455	5320	78.584	5.351	14725	78.109	5.563	14585	78.002	5.424
Leptospira_yasudae_GCF_003545925	Leptospira_vanthielii_GCF_000332455	550	69.906	3.893	1831	70.109	4.568	1802	69.740	3.854
Leptospira_cinconiae_GCF_040833995	Leptospira_vanthielii_GCF_000332455	603.5	70.052	4.043	2009	70.229	4.464	2006	70.053	4.253
Leptospira_jelokensis_GCF_004769775	Leptospira_vanthielii_GCF_000332455	5289	78.579	5.353	14335	78.109	5.476	14277	78.053	5.434
Leptospira_sarikeiensis_GCF_004769615	Leptospira_vanthielii_GCF_000332455	574	70.200	4.051	1968	70.320	4.532	1956	69.925	3.930
Leptospira_kmetyi_GCF_000243735	Leptospira_vanthielii_GCF_000332455	546	69.873	3.982	1855	70.056	4.530	1862	69.669	3.930
Leptospira_congkakensis_GCF_004770265	Leptospira_vanthielii_GCF_000332455	6671.5	83.182	4.761	16120	82.853	4.997	16119	82.791	4.959
Leptospira_brenneri_GCF_002812125	Leptospira_vanthielii_GCF_000332455	6625	82.650	4.771	16243	82.385	5.018	16169	82.343	4.961
Leptospira_milleri_GCF_040833955	Leptospira_vanthielii_GCF_000332455	5185	78.431	5.205	13864	77.965	5.395	13841	77.949	5.349
Leptospira_meyeri_GCF_004368965	Leptospira_vanthielii_GCF_000332455	6907	82.544	4.728	16962	82.248	5.002	16879	82.175	4.964
Leptospira_idonii_GCF_004770995	Leptospira_vanthielii_GCF_000332455	2625.5	73.288	4.667	8082	72.997	4.902	8103	72.862	4.653
Leptospira_tipperaryensis_GCF_001729245	Leptospira_vanthielii_GCF_000332455	600	70.013	4.009	2066	70.197	4.523	2058	70.059	4.301
Leptospira_chreensis_GCF_016919165	Leptospira_vanthielii_GCF_000332455	6888.5	85.319	4.798	16581	85.038	5.025	17933	84.897	4.978
Leptospira_iowaensis_GCF_040833965	Leptospira_vanthielii_GCF_000332455	5345	78.719	5.345	14781	78.175	5.479	14745	78.132	5.452
Leptospira_neocaledonica_GCF_002812205	Leptospira_vanthielii_GCF_000332455	582	70.254	4.130	2050	70.420	4.532	2042	70.031	3.965
Leptospira_fainei_GCF_000306235	Leptospira_vanthielii_GCF_000332455	497	69.478	3.895	1765	69.835	4.504	1762	69.426	3.873
Leptospira_selangorensis_GCF_004769405	Leptospira_vanthielii_GCF_000332455	613.5	70.326	4.153	2092	70.436	4.542	2096	70.068	4.000
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_vanthielii_GCF_000332455	583.5	70.271	4.113	1997	70.424	4.593	1996	70.070	4.010
Leptospira_santarosai_GCF_000313175	Leptospira_vanthielii_GCF_000332455	491.5	70.021	3.976	1703	70.091	4.391	1688	69.997	4.151
Leptospira_adleri_GCF_002811985	Leptospira_vanthielii_GCF_000332455	581.5	69.847	3.847	1970	70.039	4.546	1885	69.719	3.889
Leptospira_semungkisensis_GCF_004770055	Leptospira_vanthielii_GCF_000332455	528	70.084	4.039	1826	70.164	4.562	1801	69.816	3.898
Leptospira_andrefontaineae_GCF_004770105	Leptospira_vanthielii_GCF_000332455	597	70.264	4.195	2142	70.396	4.539	2104	70.035	4.013
Leptospira_mtsangambouensis_GCF_004770475	Leptospira_vanthielii_GCF_000332455	6707.5	82.802	4.734	16702	82.532	4.942	16678	82.490	4.918
Leptospira_sanjuanensis_GCF_022267325	Leptospira_vanthielii_GCF_000332455	507	69.922	4.226	1831	70.099	4.575	1824	69.975	4.312
Leptospira_biflexa_GCF_000017685	Leptospira_vanthielii_GCF_000332455	5389	78.698	5.466	14701	78.241	5.621	14693	78.223	5.601
Leptospira_langatensis_GCF_004770615	Leptospira_vanthielii_GCF_000332455	520	69.869	4.094	1772	70.014	4.603	1762	69.652	3.912
Leptospira_kirschneri_GCF_000243695	Leptospira_vanthielii_GCF_000332455	548	70.123	3.981	1943	70.307	4.464	1932	69.999	3.925
Leptospira_weilii_GCF_006874745	Leptospira_vanthielii_GCF_000332455	536	69.674	3.874	1776	69.970	4.474	1768	69.832	4.201
Leptospira_hartskeerlii_GCF_002811475	Leptospira_vanthielii_GCF_000332455	569	70.239	4.197	2029	70.414	4.594	2011	70.045	4.027
Leptospira_venezuelensis_GCF_002150035	Leptospira_vanthielii_GCF_000332455	626.5	70.163	4.154	2111	70.364	4.597	2129	70.039	3.999
Leptospira_harrisiae_GCF_002811945	Leptospira_vanthielii_GCF_000332455	6772	82.692	4.776	16509	82.367	4.961	16451	82.331	4.930
Leptospira_koniambonensis_GCF_004769555	Leptospira_vanthielii_GCF_000332455	621	70.242	4.068	2102	70.544	4.564	2099	70.181	3.997
Leptospira_noumeaensis_GCF_004770765	Leptospira_vanthielii_GCF_000332455	6512.5	82.791	4.817	16182	82.483	5.032	16083	82.440	4.980
Leptospira_stimsonii_GCF_003545885	Leptospira_vanthielii_GCF_000332455	575	69.892	4.000	1989	70.074	4.515	1962	69.727	3.872
Leptospira_alexanderi_GCF_000243815	Leptospira_vanthielii_GCF_000332455	516.5	69.820	3.818	1794	70.149	4.419	1770	69.841	3.816
Leptospira_wolbachii_GCF_000332515	Leptospira_vanthielii_GCF_000332455	7604.5	90.177	3.525	17654	89.940	3.830	17634	89.959	3.786
Leptospira_fletcheri_GCF_004769195	Leptospira_vanthielii_GCF_000332455	456	69.461	4.035	1597	69.779	4.639	1585	69.306	3.777
Leptospira_perdikensis_GCF_004769575	Leptospira_vanthielii_GCF_000332455	6887	84.177	4.510	16202	83.872	4.729	16153	83.835	4.678
Leptospira_barantonii_GCF_002811925	Leptospira_vanthielii_GCF_000332455	578	69.924	3.951	1932	70.055	4.533	1890	69.771	3.887
Leptospira_inadai_GCF_000243675	Leptospira_vanthielii_GCF_000332455	498	69.591	3.880	1698	69.703	4.381	1716	69.546	4.156
Leptospira_broomii_GCF_000243715	Leptospira_vanthielii_GCF_000332455	527	69.573	3.932	1803	69.846	4.504	1796	69.509	3.875
Leptospira_bouyouniensis_GCF_004770445	Leptospira_vanthielii_GCF_000332455	5510.5	78.489	5.301	14695	78.027	5.474	14645	77.999	5.402
Leptospira_yanagawae_GCF_000332475	Leptospira_vanthielii_GCF_000332455	5389	78.547	5.297	14140	78.122	5.496	14121	78.093	5.439
Leptospira_alstonii_GCF_000347175	Leptospira_vanthielii_GCF_000332455	506.5	69.992	3.997	1767	70.131	4.462	1776	70.153	4.519
Leptospira_sanjuanensis_GCF_022267325	Leptospira_ainlahdjerensis_GCF_016919175	5304.5	79.287	5.123	14622	78.795	5.255	14632	78.804	5.312
Leptospira_ognonensis_GCF_004770745	Leptospira_ainlahdjerensis_GCF_016919175	560	69.437	3.901	1963	69.405	3.707	1958	69.404	3.698
Leptospira_borgpetersenii_GCF_003046425	Leptospira_vanthielii_GCF_000332455	526	69.856	3.965	1847	70.022	4.503	1776	69.757	3.832
Leptospira_levettii_GCF_002812085	Leptospira_vanthielii_GCF_000332455	5567.5	78.506	5.281	14617	78.038	5.466	14498	77.980	5.375
Leptospira_montravelensis_GCF_004769455	Leptospira_vanthielii_GCF_000332455	6889.5	83.176	4.355	16691	82.843	4.578	16638	82.809	4.543
Leptospira_interrogans_GCF_000343165	Leptospira_vanthielii_GCF_000332455	578.5	70.348	3.984	1976	70.400	4.426	1962	70.090	3.806
Leptospira_noguchii_GCF_000306255	Leptospira_vanthielii_GCF_000332455	583	70.144	3.853	1987	70.314	4.442	1981	70.156	4.095
Leptospira_bandrabouensis_GCF_004770905	Leptospira_vanthielii_GCF_000332455	6932.5	83.079	4.435	16901	82.852	4.648	16810	82.840	4.604
Leptospira_kemamanensis_GCF_004769665	Leptospira_vanthielii_GCF_000332455	5247	78.938	5.335	14162	78.440	5.600	14072	78.345	5.420
Leptospira_ainazelensis_GCF_016918785	Leptospira_vanthielii_GCF_000332455	581	69.792	3.896	2049	70.135	4.412	2047	69.811	3.823
Leptospira_ilyithenensis_GCF_004771005	Leptospira_vanthielii_GCF_000332455	2603.5	73.184	4.559	7927	72.878	4.752	7897	72.764	4.509
Leptospira_kanakyensis_GCF_004769235	Leptospira_vanthielii_GCF_000332455	6685.5	83.058	4.794	16268	82.706	5.028	16248	82.649	4.989
Leptospira_gomenensis_GCF_004770155	Leptospira_ainlahdjerensis_GCF_016919175	4592.5	77.657	5.177	13043	77.151	5.228	12932	77.126	5.178
Leptospira_ryugenii_GCF_003114855	Leptospira_ainlahdjerensis_GCF_016919175	528.5	69.311	3.793	1761	69.269	3.713	1722	69.265	3.675
Leptospira_idonii_GCF_004770995	Leptospira_ainlahdjerensis_GCF_016919175	736	70.674	4.069	2494	70.642	4.004	2518	70.618	4.024
Leptospira_kobayashii_GCF_003114835	Leptospira_ainlahdjerensis_GCF_016919175	734.5	70.552	4.157	2478	70.372	3.992	2474	70.379	3.994
Leptospira_brenneri_GCF_002812125	Leptospira_ainlahdjerensis_GCF_016919175	566.5	70.053	4.104	1997	69.849	3.928	1967	69.906	3.885
Leptospira_perolatii_GCF_002811875	Leptospira_ainlahdjerensis_GCF_016919175	1460.5	71.470	4.103	4878	71.256	4.024	4854	71.225	3.996
Leptospira_sarikeiensis_GCF_004769615	Leptospira_ainlahdjerensis_GCF_016919175	1595.5	71.853	4.241	5076	71.579	4.168	5080	71.528	4.184
Leptospira_milleri_GCF_040833955	Leptospira_ainlahdjerensis_GCF_016919175	551	70.145	4.106	1847	69.866	3.939	1851	70.111	4.349
Leptospira_ellinghausenii_GCF_003114815	Leptospira_ainlahdjerensis_GCF_016919175	577	69.670	3.987	1936	69.661	3.971	1899	69.689	3.956
Leptospira_congkakensis_GCF_004770265	Leptospira_ainlahdjerensis_GCF_016919175	572	70.048	4.066	2015	69.905	3.928	1981	69.907	3.855
Leptospira_jelokensis_GCF_004769775	Leptospira_ainlahdjerensis_GCF_016919175	552.5	69.802	3.990	1885	69.637	3.856	1874	69.801	4.138
Leptospira_meyeri_GCF_004368965	Leptospira_ainlahdjerensis_GCF_016919175	601.5	69.975	3.970	2019	69.877	3.965	2016	69.933	4.063
Leptospira_yasudae_GCF_003545925	Leptospira_ainlahdjerensis_GCF_016919175	5430	79.252	5.186	14958	78.732	5.282	14834	78.726	5.264
Leptospira_cinconiae_GCF_040833995	Leptospira_ainlahdjerensis_GCF_016919175	1604.5	71.795	4.329	5188	71.607	4.221	5205	71.638	4.444
Leptospira_mtsangambouensis_GCF_004770475	Leptospira_ainlahdjerensis_GCF_016919175	616	70.132	4.073	2053	69.945	3.912	2024	70.016	4.028
Leptospira_biflexa_GCF_000017685	Leptospira_ainlahdjerensis_GCF_016919175	548.5	69.869	4.064	1897	69.786	3.908	1894	69.951	4.330
Leptospira_kirschneri_GCF_000243695	Leptospira_ainlahdjerensis_GCF_016919175	3961.5	77.807	4.498	11296	77.400	4.586	11195	77.399	4.592
Leptospira_licerasiae_GCF_000244755	Leptospira_ainlahdjerensis_GCF_016919175	1593	71.670	4.278	5276	71.501	4.176	5280	71.473	4.171
Leptospira_kmetyi_GCF_000243735	Leptospira_ainlahdjerensis_GCF_016919175	5367	79.732	5.166	14646	79.248	5.266	14559	79.234	5.266
Leptospira_harrisiae_GCF_002811945	Leptospira_ainlahdjerensis_GCF_016919175	606	69.893	4.013	2037	69.760	3.917	2005	69.882	4.078
Leptospira_iowaensis_GCF_040833965	Leptospira_ainlahdjerensis_GCF_016919175	544.5	69.793	4.061	1931	69.710	3.923	1905	69.917	4.311
Leptospira_selangorensis_GCF_004769405	Leptospira_ainlahdjerensis_GCF_016919175	1562	71.705	4.241	5261	71.447	4.181	5246	71.398	4.168
Leptospira_semungkisensis_GCF_004770055	Leptospira_ainlahdjerensis_GCF_016919175	1482.5	71.655	4.253	5028	71.402	4.161	4977	71.393	4.155
Leptospira_chreensis_GCF_016919165	Leptospira_ainlahdjerensis_GCF_016919175	601	70.174	4.076	2036	70.010	3.953	2144	69.974	3.891
Leptospira_tipperaryensis_GCF_001729245	Leptospira_ainlahdjerensis_GCF_016919175	7529	87.581	5.840	18308	87.053	6.029	18201	87.081	6.012
Leptospira_fainei_GCF_000306235	Leptospira_ainlahdjerensis_GCF_016919175	1547.5	71.385	4.124	5140	71.234	4.004	5102	71.240	4.028
Leptospira_bouyouniensis_GCF_004770445	Leptospira_ainlahdjerensis_GCF_016919175	563.5	69.564	3.795	1964	69.671	3.866	1921	69.694	4.056
Leptospira_neocaledonica_GCF_002812205	Leptospira_ainlahdjerensis_GCF_016919175	1587.5	71.672	4.243	5220	71.442	4.145	5191	71.414	4.145
Leptospira_santarosai_GCF_000313175	Leptospira_ainlahdjerensis_GCF_016919175	4000	78.623	4.596	11260	78.203	4.735	11138	78.245	4.777
Leptospira_langatensis_GCF_004770615	Leptospira_ainlahdjerensis_GCF_016919175	1558.5	71.565	4.248	5026	71.371	4.150	4960	71.376	4.162
Leptospira_fletcheri_GCF_004769195	Leptospira_ainlahdjerensis_GCF_016919175	1480.5	71.588	4.135	4879	71.384	4.064	4831	71.363	4.070
Leptospira_adleri_GCF_002811985	Leptospira_ainlahdjerensis_GCF_016919175	7147	84.515	4.938	18032	84.066	5.149	17796	84.075	5.097
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_ainlahdjerensis_GCF_016919175	1562	71.817	4.307	5233	71.589	4.201	5248	71.571	4.212
Leptospira_weilii_GCF_006874745	Leptospira_ainlahdjerensis_GCF_016919175	4208	78.464	4.692	11647	78.115	4.792	11604	78.120	4.842
Leptospira_hartskeerlii_GCF_002811475	Leptospira_ainlahdjerensis_GCF_016919175	1613.5	71.702	4.287	5237	71.419	4.187	5221	71.359	4.176
Leptospira_andrefontaineae_GCF_004770105	Leptospira_ainlahdjerensis_GCF_016919175	1653.5	71.580	4.234	5251	71.367	4.156	5244	71.327	4.125
Leptospira_venezuelensis_GCF_002150035	Leptospira_ainlahdjerensis_GCF_016919175	1603.5	71.463	4.252	5141	71.243	4.155	5125	71.213	4.134
Leptospira_yanagawae_GCF_000332475	Leptospira_ainlahdjerensis_GCF_016919175	536.5	69.761	3.962	1851	69.742	3.888	1820	69.876	4.221
Leptospira_alexanderi_GCF_000243815	Leptospira_ainlahdjerensis_GCF_016919175	4154.5	78.593	4.718	11660	78.213	4.840	11531	78.219	4.806
Leptospira_noumeaensis_GCF_004770765	Leptospira_ainlahdjerensis_GCF_016919175	588.5	69.846	3.702	2039	69.809	3.900	1988	69.842	3.883
Leptospira_stimsonii_GCF_003545885	Leptospira_ainlahdjerensis_GCF_016919175	7306	85.687	6.337	18176	85.162	6.468	18033	85.127	6.454
Leptospira_wolbachii_GCF_000332515	Leptospira_ainlahdjerensis_GCF_016919175	588.5	70.094	3.982	1985	69.901	3.967	1994	70.209	4.536
Leptospira_koniambonensis_GCF_004769555	Leptospira_ainlahdjerensis_GCF_016919175	1543	71.447	4.222	5132	71.295	4.149	5096	71.262	4.127
Leptospira_perdikensis_GCF_004769575	Leptospira_ainlahdjerensis_GCF_016919175	572	69.793	3.858	2023	69.819	3.948	1991	69.897	3.967
Leptospira_wolffii_GCF_000306115	Leptospira_ainlahdjerensis_GCF_016919175	1581.5	71.918	4.267	5179	71.658	4.185	5155	71.665	4.224
Leptospira_inadai_GCF_000243675	Leptospira_ainlahdjerensis_GCF_016919175	1509	71.570	4.104	5067	71.317	4.013	5062	71.401	4.268
Leptospira_montravelensis_GCF_004769455	Leptospira_ainlahdjerensis_GCF_016919175	595	69.892	3.926	2034	69.796	3.913	2013	69.857	4.020
Leptospira_broomii_GCF_000243715	Leptospira_ainlahdjerensis_GCF_016919175	1525.5	71.420	3.972	5092	71.210	3.921	5049	71.212	3.965
Leptospira_levettii_GCF_002812085	Leptospira_ainlahdjerensis_GCF_016919175	548	69.652	3.870	1893	69.651	3.844	1885	69.583	3.786
Leptospira_bandrabouensis_GCF_004770905	Leptospira_ainlahdjerensis_GCF_016919175	581.5	69.927	4.040	1997	69.843	3.896	1977	69.993	4.107
Leptospira_ognonensis_GCF_004770745	Leptospira_gomenensis_GCF_004770155	497.5	69.107	3.905	1655	69.115	3.743	1688	69.069	3.768
Leptospira_brenneri_GCF_002812125	Leptospira_gomenensis_GCF_004770155	502.5	69.666	4.126	1694	69.573	3.980	1687	69.612	3.987
Leptospira_ryugenii_GCF_003114855	Leptospira_gomenensis_GCF_004770155	461.5	69.257	3.868	1546	69.104	3.692	1523	69.146	3.696
Leptospira_milleri_GCF_040833955	Leptospira_gomenensis_GCF_004770155	477.5	69.806	4.146	1657	69.685	3.964	1686	69.883	4.488
Leptospira_barantonii_GCF_002811925	Leptospira_ainlahdjerensis_GCF_016919175	5274.5	79.748	5.089	14620	79.224	5.172	14551	79.199	5.164
Leptospira_interrogans_GCF_000343165	Leptospira_ainlahdjerensis_GCF_016919175	3863.5	77.535	4.487	11366	77.100	4.557	11203	77.127	4.535
Leptospira_noguchii_GCF_000306255	Leptospira_ainlahdjerensis_GCF_016919175	4102	77.544	4.495	11550	77.122	4.595	11814	77.091	4.701
Leptospira_borgpetersenii_GCF_003046425	Leptospira_ainlahdjerensis_GCF_016919175	4051	78.334	4.588	11232	77.940	4.677	11099	77.948	4.647
Leptospira_kemamanensis_GCF_004769665	Leptospira_ainlahdjerensis_GCF_016919175	539	69.980	4.043	1942	69.932	3.934	1908	69.890	3.874
Leptospira_alstonii_GCF_000347175	Leptospira_ainlahdjerensis_GCF_016919175	4422.5	79.589	4.992	12295	79.065	5.125	12228	79.112	5.202
Leptospira_ilyithenensis_GCF_004771005	Leptospira_ainlahdjerensis_GCF_016919175	687.5	70.495	4.041	2385	70.265	3.910	2364	70.261	3.886
Leptospira_kanakyensis_GCF_004769235	Leptospira_ainlahdjerensis_GCF_016919175	581.5	70.023	3.914	2028	69.877	3.869	2008	69.877	3.844
Leptospira_sarikeiensis_GCF_004769615	Leptospira_gomenensis_GCF_004770155	1383.5	71.463	4.147	4566	71.297	4.079	4592	71.271	4.121
Leptospira_ellinghausenii_GCF_003114815	Leptospira_gomenensis_GCF_004770155	469	69.803	4.150	1577	69.541	3.992	1575	69.541	4.005
Leptospira_perolatii_GCF_002811875	Leptospira_gomenensis_GCF_004770155	1321	71.262	4.061	4366	71.087	4.012	4375	71.099	4.000
